bracket,round,config,resource,score,time
4,0,"{'hidden_layer_sizes': (218, 140, 114), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.0002278766815087513), 'learning_rate_init': np.float64(0.0007589646630343501), 'batch_size': 256, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",1,0.7690400007089323,0.3624083995819092
4,0,"{'hidden_layer_sizes': (161, 54, 121), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.0032771962189353087), 'learning_rate_init': np.float64(0.002378144256068384), 'batch_size': 64, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",1,0.7876977885033566,0.41455793380737305
4,0,"{'hidden_layer_sizes': (66,), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(2.500261564231036e-05), 'learning_rate_init': np.float64(0.0006193569969953757), 'batch_size': 64, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",1,0.7391473268180359,0.20632505416870117
4,1,"{'hidden_layer_sizes': (265, 56, 227), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(0.001029403223843248), 'learning_rate_init': np.float64(0.0013609252742119286), 'batch_size': 32, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7852316270009698,2.1258630752563477
4,1,"{'hidden_layer_sizes': (63, 57), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(0.00016464751138464632), 'learning_rate_init': np.float64(0.000705823807448341), 'batch_size': 32, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7704265753676696,0.8807737827301025
4,1,"{'hidden_layer_sizes': (60, 75, 104), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.07075950285244233), 'learning_rate_init': np.float64(0.0006137214710604008), 'batch_size': 64, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7817885771246026,0.8534948825836182
4,1,"{'hidden_layer_sizes': (128, 116), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(1.1434961672243028e-05), 'learning_rate_init': np.float64(0.008828260510318769), 'batch_size': 256, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7911879077299124,0.5018019676208496
4,1,"{'hidden_layer_sizes': (211, 58, 90), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(0.00010335186841682954), 'learning_rate_init': np.float64(0.0006311253148723613), 'batch_size': 64, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7812345868809136,1.1431801319122314
4,1,"{'hidden_layer_sizes': (116,), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.033267749467591055), 'learning_rate_init': np.float64(0.004530365961110124), 'batch_size': 128, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7805344345093248,0.3617987632751465
4,1,"{'hidden_layer_sizes': (52, 73), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(0.0012860523541965816), 'learning_rate_init': np.float64(0.006256530340179193), 'batch_size': 64, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7957202578348282,0.5708117485046387
4,1,"{'hidden_layer_sizes': (59,), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.01860952217533034), 'learning_rate_init': np.float64(0.006256297059205525), 'batch_size': 64, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7784102359309116,0.38239169120788574
4,1,"{'hidden_layer_sizes': (50,), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.07000611615845177), 'learning_rate_init': np.float64(0.006232276404235466), 'batch_size': 128, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7839741442631452,0.28006792068481445
4,1,"{'hidden_layer_sizes': (211,), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.002116579015805163), 'learning_rate_init': np.float64(0.0014440072995677664), 'batch_size': 32, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7867016525079564,0.9429488182067871
4,1,"{'hidden_layer_sizes': (98,), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(5.234649635336326e-05), 'learning_rate_init': np.float64(0.008884428809945014), 'batch_size': 256, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7762631619567314,0.2827162742614746
4,1,"{'hidden_layer_sizes': (218, 140, 114), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.0002278766815087513), 'learning_rate_init': np.float64(0.0007589646630343501), 'batch_size': 256, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7872607824019732,0.85188889503479
4,1,"{'hidden_layer_sizes': (51, 159), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.08596580900768547), 'learning_rate_init': np.float64(0.004400812176035255), 'batch_size': 256, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7894280795547536,0.42892885208129883
4,1,"{'hidden_layer_sizes': (168,), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.002617272697507497), 'learning_rate_init': np.float64(0.0024057307254576003), 'batch_size': 32, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7891291441182346,0.8725860118865967
4,1,"{'hidden_layer_sizes': (120, 130, 75), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(1.4252063622453243e-05), 'learning_rate_init': np.float64(0.0008688117842569317), 'batch_size': 64, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7934315551476184,1.1301469802856445
4,1,"{'hidden_layer_sizes': (277, 197, 136), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(3.432468291817951e-05), 'learning_rate_init': np.float64(0.0003275512248817542), 'batch_size': 64, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7957645035052355,1.9625108242034912
4,1,"{'hidden_layer_sizes': (116, 259, 95), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(0.00027259570488890006), 'learning_rate_init': np.float64(0.004680796301594411), 'batch_size': 128, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7961434346964852,1.1296701431274414
4,1,"{'hidden_layer_sizes': (83,), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.003337510586731687), 'learning_rate_init': np.float64(0.005416092390240024), 'batch_size': 32, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7857906032936476,0.6443607807159424
4,1,"{'hidden_layer_sizes': (75, 105, 151), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.0017338134420413949), 'learning_rate_init': np.float64(0.008397231751568158), 'batch_size': 64, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.795702555691222,1.0304200649261475
4,1,"{'hidden_layer_sizes': (108, 147), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.004945471160301542), 'learning_rate_init': np.float64(0.00047619425408414976), 'batch_size': 32, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7840207275719626,1.2907109260559082
4,1,"{'hidden_layer_sizes': (169, 128, 237), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.0024419032280794456), 'learning_rate_init': np.float64(0.006681044003133819), 'batch_size': 64, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7959783133607307,1.4912080764770508
4,1,"{'hidden_layer_sizes': (282, 67, 73), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.08650511304330653), 'learning_rate_init': np.float64(0.0013477877810481626), 'batch_size': 128, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7982733740832622,0.9415779113769531
4,1,"{'hidden_layer_sizes': (243, 84), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(1.2756626192058531e-05), 'learning_rate_init': np.float64(0.0065391648620964455), 'batch_size': 64, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7857573897386132,0.988447904586792
4,1,"{'hidden_layer_sizes': (65, 222), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(6.051750756501251e-05), 'learning_rate_init': np.float64(0.007768458386078354), 'batch_size': 128, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7980095924042668,0.5994479656219482
4,1,"{'hidden_layer_sizes': (194, 217), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.0009794683795960873), 'learning_rate_init': np.float64(0.004022221959402056), 'batch_size': 64, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.800896446776055,1.2789771556854248
4,1,"{'hidden_layer_sizes': (297, 139, 218), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.0013478158908478866), 'learning_rate_init': np.float64(0.0033967227662544588), 'batch_size': 64, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.8001785897498458,1.8637020587921143
4,1,"{'hidden_layer_sizes': (161, 54, 121), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.0032771962189353087), 'learning_rate_init': np.float64(0.002378144256068384), 'batch_size': 64, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.8008735362937808,1.0195817947387695
4,2,"{'hidden_layer_sizes': (52, 73), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(0.0012860523541965816), 'learning_rate_init': np.float64(0.006256530340179193), 'batch_size': 64, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",9,0.8281681503291548,1.4964759349822998
4,2,"{'hidden_layer_sizes': (277, 197, 136), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(3.432468291817951e-05), 'learning_rate_init': np.float64(0.0003275512248817542), 'batch_size': 64, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",9,0.813421218828624,5.670652151107788
4,2,"{'hidden_layer_sizes': (169, 128, 237), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.0024419032280794456), 'learning_rate_init': np.float64(0.006681044003133819), 'batch_size': 64, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",9,0.8214859409441706,4.1686341762542725
4,2,"{'hidden_layer_sizes': (116, 259, 95), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(0.00027259570488890006), 'learning_rate_init': np.float64(0.004680796301594411), 'batch_size': 128, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",9,0.8319974789903922,3.098416328430176
4,2,"{'hidden_layer_sizes': (65, 222), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(6.051750756501251e-05), 'learning_rate_init': np.float64(0.007768458386078354), 'batch_size': 128, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",9,0.8285870825822484,1.5520639419555664
4,2,"{'hidden_layer_sizes': (282, 67, 73), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.08650511304330653), 'learning_rate_init': np.float64(0.0013477877810481626), 'batch_size': 128, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",9,0.8113663180986906,2.598938226699829
4,2,"{'hidden_layer_sizes': (297, 139, 218), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.0013478158908478866), 'learning_rate_init': np.float64(0.0033967227662544588), 'batch_size': 64, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",9,0.8310295306992955,5.2899169921875
4,2,"{'hidden_layer_sizes': (161, 54, 121), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.0032771962189353087), 'learning_rate_init': np.float64(0.002378144256068384), 'batch_size': 64, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",9,0.8335137170174939,2.856856107711792
4,2,"{'hidden_layer_sizes': (194, 217), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.0009794683795960873), 'learning_rate_init': np.float64(0.004022221959402056), 'batch_size': 64, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",9,0.8312923682330436,3.569267988204956
4,3,"{'hidden_layer_sizes': (194, 217), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.0009794683795960873), 'learning_rate_init': np.float64(0.004022221959402056), 'batch_size': 64, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",27,0.8557852394376232,10.426855087280273
4,3,"{'hidden_layer_sizes': (116, 259, 95), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(0.00027259570488890006), 'learning_rate_init': np.float64(0.004680796301594411), 'batch_size': 128, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",27,0.8637219731003741,9.126083135604858
4,3,"{'hidden_layer_sizes': (161, 54, 121), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.0032771962189353087), 'learning_rate_init': np.float64(0.002378144256068384), 'batch_size': 64, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",27,0.8581292985882273,8.49700927734375
4,4,"{'hidden_layer_sizes': (116, 259, 95), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(0.00027259570488890006), 'learning_rate_init': np.float64(0.004680796301594411), 'batch_size': 128, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",81,0.8727364371285934,17.320110082626343
3,0,"{'hidden_layer_sizes': (83,), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.0003926729701705413), 'learning_rate_init': np.float64(0.00554050751460619), 'batch_size': 128, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7815378719762037,0.340285062789917
3,0,"{'hidden_layer_sizes': (121, 181, 111), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(3.944756889652665e-05), 'learning_rate_init': np.float64(0.0002578517476132727), 'batch_size': 32, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7886697201175744,2.147475242614746
3,0,"{'hidden_layer_sizes': (181, 93, 293), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(0.001447369512821042), 'learning_rate_init': np.float64(0.0024665410460706656), 'batch_size': 128, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.786983922578233,1.1976230144500732
3,0,"{'hidden_layer_sizes': (62,), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(0.049022812311464686), 'learning_rate_init': np.float64(0.0008574224932851179), 'batch_size': 256, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7578550331975308,0.2458479404449463
3,0,"{'hidden_layer_sizes': (189, 167, 132), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(0.005150271390696648), 'learning_rate_init': np.float64(0.00023389784178877177), 'batch_size': 256, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7620563763616639,0.9245409965515137
3,0,"{'hidden_layer_sizes': (52,), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(3.6644951488457675e-05), 'learning_rate_init': np.float64(0.0006676115215118156), 'batch_size': 128, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7583250556243329,0.2901630401611328
3,0,"{'hidden_layer_sizes': (167, 131), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(4.3113039651173694e-05), 'learning_rate_init': np.float64(0.004577465297252729), 'batch_size': 256, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7977012966286505,0.5738890171051025
3,0,"{'hidden_layer_sizes': (108, 78), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(9.487933088397962e-05), 'learning_rate_init': np.float64(0.000598311081650558), 'batch_size': 128, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7766212249617039,0.5277340412139893
3,0,"{'hidden_layer_sizes': (67, 103), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(0.0011453427532444628), 'learning_rate_init': np.float64(0.0003388548229438595), 'batch_size': 32, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7624904030107342,1.0185649394989014
3,0,"{'hidden_layer_sizes': (174, 63), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(4.163729460728437e-05), 'learning_rate_init': np.float64(0.0001228703977384838), 'batch_size': 64, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7654221775131175,0.8260829448699951
3,0,"{'hidden_layer_sizes': (159, 199), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.0008990800993063968), 'learning_rate_init': np.float64(0.0001066596266903393), 'batch_size': 128, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.759608608279704,0.8435268402099609
3,0,"{'hidden_layer_sizes': (100, 283, 289), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.00039758500151446265), 'learning_rate_init': np.float64(0.00011295954504096332), 'batch_size': 64, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7768481069728402,2.2523162364959717
3,0,"{'hidden_layer_sizes': (224,), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(0.00017881604598338406), 'learning_rate_init': np.float64(0.0016037115126347591), 'batch_size': 128, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7620492481401736,0.5114860534667969
3,0,"{'hidden_layer_sizes': (79, 85), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.002576253503299278), 'learning_rate_init': np.float64(0.0018453959330666854), 'batch_size': 128, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7903837990925459,0.502281904220581
3,0,"{'hidden_layer_sizes': (153, 76, 98), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(1.0512296514099509e-05), 'learning_rate_init': np.float64(0.0002749475806592185), 'batch_size': 32, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7682389212578434,1.6981990337371826
3,0,"{'hidden_layer_sizes': (96, 169), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(1.3919133469446358e-05), 'learning_rate_init': np.float64(0.005758689743354784), 'batch_size': 64, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7909159887827184,0.9034397602081299
3,0,"{'hidden_layer_sizes': (59,), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(0.02402046145230987), 'learning_rate_init': np.float64(0.0004663994068976373), 'batch_size': 64, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7596356782420101,0.39972591400146484
3,0,"{'hidden_layer_sizes': (74,), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(0.030356937622703337), 'learning_rate_init': np.float64(0.001270077278814534), 'batch_size': 64, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7688800588583931,0.4421408176422119
3,0,"{'hidden_layer_sizes': (295,), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(7.044840585353909e-05), 'learning_rate_init': np.float64(0.0001037896728970548), 'batch_size': 64, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7491607695814194,0.7959401607513428
3,0,"{'hidden_layer_sizes': (286, 83, 90), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(0.08389141549244121), 'learning_rate_init': np.float64(0.00043960533452488536), 'batch_size': 64, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7653729300332257,1.425624132156372
3,0,"{'hidden_layer_sizes': (66, 71, 261), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(0.0010673278006612602), 'learning_rate_init': np.float64(0.003049407339024736), 'batch_size': 128, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.775346855654777,0.8906149864196777
3,0,"{'hidden_layer_sizes': (223, 118, 152), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.00024770954600423736), 'learning_rate_init': np.float64(0.006864804629907498), 'batch_size': 32, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7967427440190287,2.2137770652770996
3,0,"{'hidden_layer_sizes': (172, 204), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(4.7304308053897366e-05), 'learning_rate_init': np.float64(0.009918101606149586), 'batch_size': 32, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7730073621980549,1.843337059020996
3,0,"{'hidden_layer_sizes': (288, 219, 93), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(0.05902480656876959), 'learning_rate_init': np.float64(0.0013550983995440863), 'batch_size': 128, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7923275743262,1.446662187576294
3,0,"{'hidden_layer_sizes': (297, 55), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(2.7317619758068842e-05), 'learning_rate_init': np.float64(0.00015829450400213886), 'batch_size': 256, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7587397226111329,0.6321020126342773
3,0,"{'hidden_layer_sizes': (93, 232), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.011555639522191628), 'learning_rate_init': np.float64(0.0009092119819412995), 'batch_size': 128, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7880617571808722,0.7516050338745117
3,0,"{'hidden_layer_sizes': (241,), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.0002118254130131591), 'learning_rate_init': np.float64(0.00404669967056036), 'batch_size': 256, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.787020984702883,0.4453849792480469
3,0,"{'hidden_layer_sizes': (163, 233), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(0.0461983369841942), 'learning_rate_init': np.float64(0.004656507070776653), 'batch_size': 128, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7781424347733884,0.9434309005737305
3,0,"{'hidden_layer_sizes': (152,), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.00011138178366740202), 'learning_rate_init': np.float64(0.004539950863145271), 'batch_size': 256, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7791432796167609,0.36321592330932617
3,0,"{'hidden_layer_sizes': (266, 122, 82), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(3.492679756948854e-05), 'learning_rate_init': np.float64(0.007069046677514627), 'batch_size': 64, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7926076161294257,1.579322099685669
3,0,"{'hidden_layer_sizes': (168, 95, 295), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.00018009961840628093), 'learning_rate_init': np.float64(0.0007090422887347344), 'batch_size': 256, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7861688574675884,0.9329221248626709
3,0,"{'hidden_layer_sizes': (95,), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(0.010544481988866903), 'learning_rate_init': np.float64(0.00033783167293823137), 'batch_size': 64, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7555365071290167,0.49002504348754883
3,0,"{'hidden_layer_sizes': (50,), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(9.621064250493694e-05), 'learning_rate_init': np.float64(0.0023080607137223965), 'batch_size': 256, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7619572220109148,0.23208403587341309
3,0,"{'hidden_layer_sizes': (74,), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(0.02821040208875037), 'learning_rate_init': np.float64(0.00023793661423276812), 'batch_size': 64, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7476834858776765,0.44158482551574707
3,1,"{'hidden_layer_sizes': (168, 95, 295), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.00018009961840628093), 'learning_rate_init': np.float64(0.0007090422887347344), 'batch_size': 256, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",9,0.8085871263796967,2.53462290763855
3,1,"{'hidden_layer_sizes': (181, 93, 293), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(0.001447369512821042), 'learning_rate_init': np.float64(0.0024665410460706656), 'batch_size': 128, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",9,0.8316059858748549,3.2772719860076904
3,1,"{'hidden_layer_sizes': (241,), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.0002118254130131591), 'learning_rate_init': np.float64(0.00404669967056036), 'batch_size': 256, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",9,0.8010655685335971,1.0622358322143555
3,1,"{'hidden_layer_sizes': (93, 232), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.011555639522191628), 'learning_rate_init': np.float64(0.0009092119819412995), 'batch_size': 128, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",9,0.808515849056857,2.016807794570923
3,1,"{'hidden_layer_sizes': (121, 181, 111), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(3.944756889652665e-05), 'learning_rate_init': np.float64(0.0002578517476132727), 'batch_size': 32, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",9,0.8124149962777389,6.21492600440979
3,1,"{'hidden_layer_sizes': (79, 85), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.002576253503299278), 'learning_rate_init': np.float64(0.0018453959330666854), 'batch_size': 128, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",9,0.8124873914003722,1.283484935760498
3,1,"{'hidden_layer_sizes': (96, 169), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(1.3919133469446358e-05), 'learning_rate_init': np.float64(0.005758689743354784), 'batch_size': 64, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",9,0.8281589722193982,2.4562008380889893
3,1,"{'hidden_layer_sizes': (288, 219, 93), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(0.05902480656876959), 'learning_rate_init': np.float64(0.0013550983995440863), 'batch_size': 128, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",9,0.8268900538747661,3.9597132205963135
