dataset,seed,f1_macro,training_time
mnist,0,0.9729094002702077,6.796379804611206
mnist,1,0.9707200430333597,3.5040340423583984
mnist,2,0.9726109533403366,5.722997188568115
mnist,3,0.9714502129860252,5.27360200881958
mnist,4,0.9725434188961408,3.904697895050049
mnist,5,0.9707065619762121,4.015697002410889
mnist,6,0.9709392831236394,3.689650297164917
mnist,7,0.971717173104025,5.99228310585022
mnist,8,0.9715162910120156,5.7772088050842285
mnist,9,0.9734083372853292,7.06528115272522
